entry_id,L,n_gt,n_rollouts,n_correct,tensor_parallel,total_gen_tokens,gen_seconds,score_seconds,tokens_per_s,mean_gen_tokens,best_struct_nll,tpu_type,n_rollouts_n,n_correct_n,n_contacts,struct_nll_min,struct_nll_mean,struct_nll_max,struct_nll_per_tok_min,selected_r
AF-A0A6L8EKV8-F1,114,68,10,10,4,2050,1.5,0.115,1366.4,205.0,399.989,v5p-8,10,10,68,399.98850506979386,408.05003275692013,418.1123102230465,1.951163439364848,7
AF-A0A6L8EUV1-F1,252,199,10,10,4,5980,4.626,0.215,1292.8,598.0,1399.482,v5p-8,10,10,199,1399.4818284002204,1423.5478193491265,1456.7797261982996,2.34027061605388,3
AF-A0A6L8F0C2-F1,157,81,10,10,4,2440,1.767,0.133,1381.2,244.0,496.862,v5p-8,10,10,81,496.86222000036787,506.03223594926214,527.6288979063422,2.0363205737719996,1
AF-A0A6L8F1D7-F1,105,97,10,10,4,2920,2.14,0.123,1364.2,292.0,555.659,v5p-8,10,10,97,555.6591664660218,572.162905265011,589.595963025723,1.9029423509110337,6
AF-A0A6L8ILT8-F1,209,16,10,10,4,490,0.392,0.118,1249.2,49.0,63.132,v5p-8,10,10,16,63.13210475369124,67.08339045988541,72.95101383676229,1.2884103010957395,9
AF-A0A6L8KFF2-F1,137,47,10,10,4,1420,1.038,0.111,1368.6,142.0,251.662,v5p-8,10,10,47,251.66229587728049,258.8935068480605,269.6160306815202,1.7722696892766232,8
AF-A0A6L8MNL3-F1,445,490,10,10,4,14710,12.689,0.593,1159.3,1471.0,3889.868,v5p-8,10,10,490,3889.8678059296085,3946.9138476253183,3986.025010867844,2.644369684520468,5
AF-A0A6L8NEX9-F1,219,201,10,10,4,6040,4.671,0.203,1293.0,604.0,1364.255,v5p-8,10,10,201,1364.2546110971589,1385.084989583915,1397.8848925898446,2.258699687246952,6
AF-A0A6L8XU54-F1,79,48,10,10,4,1450,1.04,0.075,1394.1,145.0,233.295,v5p-8,10,10,48,233.29469837339457,240.53345625669937,251.63565851856606,1.6089289542992729,5
AF-A0A6L9GK96-F1,294,367,10,10,4,11020,9.004,0.295,1223.8,1102.0,2765.237,v5p-8,10,10,367,2765.2367506663913,2804.2878030299203,2879.181730749366,2.509289247428667,4
AF-A0A6L9K8P3-F1,407,286,10,10,4,8590,7.036,1.527,1220.8,859.0,2150.571,v5p-8,10,10,286,2150.5710828830765,2192.352716884702,2251.7097257700984,2.503575183798692,3
AF-A0A6L9KT13-F1,144,102,10,10,4,3070,2.207,0.139,1391.1,307.0,651.43,v5p-8,10,10,102,651.4301203656903,658.1761066785148,670.2165458887486,2.121922216174887,2
AF-A0A6L9KTM0-F1,64,18,10,10,4,550,0.388,0.047,1416.8,55.0,71.234,v5p-8,10,10,18,71.23413631467974,76.97927483571777,82.99556123173784,1.295166114812359,5
AF-A0A6L9L135-F1,201,128,10,10,4,3850,2.837,0.166,1356.9,385.0,895.54,v5p-8,10,10,128,895.5403975847742,912.1261340939851,926.8835611593537,2.3260789547656473,8
AF-A0A6L9PSP4-F1,319,328,10,10,4,9850,7.944,0.28,1239.9,985.0,2438.782,v5p-8,10,10,328,2438.782479377011,2490.008249527582,2544.767504735894,2.4759212988599097,4
AF-A0A6L9QAK4-F1,255,194,10,10,4,5830,4.617,0.21,1262.8,583.0,1351.207,v5p-8,10,10,194,1351.2074986242278,1367.9246709535596,1388.6832595511464,2.317680100556137,7
AF-A0A6L9QBG2-F1,72,47,10,10,4,1420,1.012,0.075,1402.9,142.0,233.181,v5p-8,10,10,47,233.18079852932863,245.41847635519284,256.7711922553382,1.6421182995023142,0
AF-A0A6L9ZJ77-F1,90,82,10,10,4,2470,1.779,0.12,1388.1,247.0,469.574,v5p-8,10,10,82,469.57381953968684,494.07992664679995,517.9388010231053,1.9011085811323354,7
AF-A0A6M1CM85-F1,166,100,10,10,4,3010,2.212,0.144,1360.9,301.0,649.398,v5p-8,10,10,100,649.3978176846065,670.2128451989182,686.1976131191861,2.1574678328392243,5
AF-A0A6M1HP73-F1,210,190,10,10,4,5710,4.339,0.197,1315.9,571.0,1411.512,v5p-8,10,10,190,1411.5119120099064,1445.1263184057348,1471.0849853040907,2.4719998459017627,9
AF-A0A6M1MDB3-F1,80,64,10,10,4,1930,1.373,0.084,1405.2,193.0,332.117,v5p-8,10,10,64,332.1168620680561,345.9226171478052,356.450704367119,1.7208127568293061,1
AF-A0A6M5J4X4-F1,182,179,10,10,4,5380,4.033,0.182,1334.1,538.0,1180.769,v5p-8,10,10,179,1180.7686385740328,1218.4026770743958,1246.1914025098513,2.1947372464201353,1
AF-A0A6M5Y3Q7-F1,90,49,10,10,4,1480,1.046,0.079,1414.7,148.0,251.102,v5p-8,10,10,49,251.10201070799735,259.64128024096107,270.0822850333917,1.6966352074864686,8
AF-A0A6M5Y4X0-F1,96,77,10,10,4,2320,1.653,0.286,1403.6,232.0,461.117,v5p-8,10,10,77,461.11672310737526,466.0703050094342,470.2502120032991,1.987572082359376,1
AF-A0A6M8VW87-F1,189,55,10,10,4,1660,1.217,0.129,1363.5,166.0,346.266,v5p-8,10,10,55,346.2663192783963,354.8396329915074,369.64585080302027,2.0859416823999775,9
AF-A0A6N3UB73-F1,190,100,10,10,4,3010,2.221,0.152,1355.1,301.0,643.5,v5p-8,10,10,100,643.5002892150028,656.0747400842629,667.2370830386835,2.1378747150000095,6
AF-A0A6N3X5A5-F1,139,130,10,10,4,3910,2.869,0.149,1362.7,391.0,778.256,v5p-8,10,10,130,778.2562366665038,805.7670128091506,817.216162362744,1.9904251577148435,6
AF-A0A6N4W2V1-F1,155,68,10,10,4,2050,1.473,0.126,1391.6,205.0,412.238,v5p-8,10,10,68,412.2383782274378,417.8334496226542,427.3435439362147,2.0109189181826235,9
AF-A0A6N6T7M5-F1,175,64,10,10,4,1930,1.394,0.131,1384.4,193.0,373.663,v5p-8,10,10,64,373.6628800966221,379.61640459625914,386.1895053510133,1.9360770989462284,8
AF-A0A6N7A3T5-F1,117,30,10,10,4,910,0.649,0.078,1401.3,91.0,152.692,v5p-8,10,10,30,152.6917996016707,156.91414040707724,165.33565532745524,1.6779318637546232,2
AF-A0A6N7GJC5-F1,63,8,10,10,4,250,0.183,0.042,1369.0,25.0,35.784,v5p-8,10,10,8,35.78362592961639,41.33362145191204,44.99419286008924,1.4313450371846557,3
AF-A0A6N8F8K3-F1,82,60,10,10,4,1810,1.272,0.08,1422.5,181.0,303.765,v5p-8,10,10,60,303.7647488839185,316.5731369456164,326.972492908273,1.6782582811266216,4
AF-A0A6N8UJS8-F1,236,133,10,10,4,4000,2.956,0.179,1353.1,400.0,845.386,v5p-8,10,10,133,845.3858174130878,871.7991083134166,892.609136840564,2.1134645435327197,3
AF-A0A6N8UQJ3-F1,453,461,10,10,4,13840,11.647,0.565,1188.3,1384.0,3657.108,v5p-8,10,10,461,3657.1081816394935,3701.7580938418096,3745.7667307211495,2.642419206386917,9
AF-A0A6N8XMN4-F1,196,138,10,10,4,4150,3.054,0.172,1358.7,415.0,852.141,v5p-8,10,10,138,852.1408684081905,873.7756871192216,897.5965611675084,2.053351490140218,1
AF-A0A6N9YEF9-F1,50,19,10,10,4,580,0.415,0.043,1396.2,58.0,72.684,v5p-8,10,10,19,72.68352161446819,80.10659002599398,85.52629716083902,1.253164165766693,5
AF-A0A6P0RH93-F1,83,51,10,10,4,1540,1.105,0.077,1393.8,154.0,254.0,v5p-8,10,10,51,254.0003554431578,261.3538667488031,272.1692309778837,1.6493529574231025,7
AF-A0A6P1TJR2-F1,497,387,10,10,4,11620,9.743,0.53,1192.7,1162.0,3130.934,v5p-8,10,10,387,3130.9335635907437,3163.0976662203307,3193.190748515874,2.694435080542809,8
AF-A0A6P3BYW9-F1,146,94,10,10,4,2830,2.069,0.138,1367.5,283.0,547.23,v5p-8,10,10,94,547.2303918872115,569.2355559555997,585.6034948018512,1.933676296421242,1
AF-A0A6S6SS25-F1,157,80,10,10,4,2410,1.764,0.132,1366.5,241.0,462.59,v5p-8,10,10,80,462.59025220028525,469.64932216125516,474.69485730787983,1.9194616273870757,3
AF-A0A6S6XIX0-F1,356,298,10,10,4,8950,7.086,0.278,1263.0,895.0,2199.75,v5p-8,10,10,298,2199.749958442355,2234.3220264282386,2263.387139724533,2.4578211826171565,1
AF-A0A6V6Y242-F1,384,297,10,10,4,8920,7.109,0.459,1254.8,892.0,2123.021,v5p-8,10,10,297,2123.02066350536,2153.0291549131193,2195.718953724436,2.3800680084140806,7
AF-A0A6V8MMB0-F1,99,23,10,10,4,700,0.509,0.07,1375.7,70.0,161.265,v5p-8,10,10,23,161.26521176532128,167.71337179544224,173.42678315796365,2.30378873950459,8
AF-A0A6V8MUE3-F1,150,50,10,10,4,1510,1.09,0.116,1385.8,151.0,290.477,v5p-8,10,10,50,290.4766812837195,304.0379639129345,313.4881613577286,1.9236866310180099,9
AF-A0A6V8N9J0-F1,77,62,10,10,4,1870,1.335,0.08,1401.2,187.0,329.581,v5p-8,10,10,62,329.5813235273033,343.74611122248496,356.96204028472425,1.7624669707342424,1
AF-A0A7C1BIX5-F1,103,43,10,10,4,1300,0.931,0.08,1396.9,130.0,174.007,v5p-8,10,10,43,174.00746302773632,188.05512557813262,197.44973589723077,1.3385189463672025,1
AF-A0A7C1JD84-F1,61,9,10,10,4,280,0.207,0.04,1350.4,28.0,46.102,v5p-8,10,10,9,46.102278555095154,48.58775871015094,52.195404252652224,1.6465099483962555,6
AF-A0A7C1P922-F1,157,108,10,10,4,3250,2.381,0.143,1365.2,325.0,710.785,v5p-8,10,10,108,710.7847024019183,718.3690640578654,727.9584065331926,2.187029853544364,3
AF-A0A7C1VUG5-F1,71,54,10,10,4,1630,1.153,0.075,1413.8,163.0,314.407,v5p-8,10,10,54,314.40665516914635,323.69484834150063,329.5668681656126,1.9288751850867873,4
AF-A0A7C2H529-F1,377,251,10,10,4,7540,5.879,0.265,1282.6,754.0,1665.382,v5p-8,10,10,251,1665.3817496475976,1691.0197264511316,1721.5370696665036,2.2087291109384584,1
AF-A0A7C2JKJ4-F1,135,42,10,10,4,1270,0.915,0.093,1388.6,127.0,218.221,v5p-8,10,10,42,218.22074364595937,230.9599910621799,243.40463059593208,1.718273572015428,9
AF-A0A7C2VRS1-F1,63,30,10,10,4,910,0.651,0.062,1398.7,91.0,119.041,v5p-8,10,10,30,119.04097482173177,128.4947169152841,137.42716242720815,1.3081425804585909,6
AF-A0A7C3JS44-F1,156,86,10,10,4,2590,1.901,0.314,1362.1,259.0,545.313,v5p-8,10,10,86,545.3134655227495,557.9220065486586,576.2144765968062,2.1054573958407317,6
AF-A0A7C3KYP8-F1,302,194,10,10,4,5830,4.455,0.222,1308.7,583.0,1328.702,v5p-8,10,10,194,1328.7019139727947,1352.7182631820938,1379.7315870693528,2.279077039404451,0
AF-A0A7C3PRE9-F1,472,429,10,10,4,12880,10.785,0.376,1194.2,1288.0,2992.319,v5p-8,10,10,429,2992.3188631259964,3036.7565113966057,3079.33195144846,2.3232289309984444,5
AF-A0A7C4FAZ6-F1,462,452,10,10,4,13570,11.53,0.56,1177.0,1357.0,3551.89,v5p-8,10,10,452,3551.8901154590635,3590.3865566512263,3629.259130674104,2.6174577122027,6
AF-A0A7C4MDG8-F1,86,54,10,10,4,1630,1.158,0.082,1407.0,163.0,288.934,v5p-8,10,10,54,288.93444193436835,299.2989990530346,312.87906454707456,1.7726039382476586,4
AF-A0A7C5E8M4-F1,131,67,10,10,4,2020,1.454,0.118,1389.1,202.0,352.6,v5p-8,10,10,67,352.6001508855892,365.9960686366916,381.85782525526486,1.7455453014138078,4
AF-A0A7C5IB55-F1,397,345,10,10,4,10360,8.488,0.324,1220.6,1036.0,2610.016,v5p-8,10,10,345,2610.0161969538385,2650.826472194705,2682.405026104653,2.5193206534303463,5
AF-A0A7C5IQL5-F1,78,45,10,10,4,1360,0.986,0.255,1379.1,136.0,191.438,v5p-8,10,10,45,191.43753406645578,199.93045201641894,206.03108667973788,1.4076289269592337,6
AF-A0A7C5QJS8-F1,417,429,10,10,4,12880,10.81,0.362,1191.5,1288.0,3285.385,v5p-8,10,10,429,3285.384895023483,3346.353860716625,3459.300551464029,2.550764670049288,5
AF-A0A7C6NNS0-F1,30,8,10,10,4,250,0.179,0.029,1395.1,25.0,24.138,v5p-8,10,10,8,24.138184177223593,26.924945009457588,29.773354530334473,0.9655273670889437,0
AF-A0A7C6WFH7-F1,260,190,10,10,4,5710,4.359,0.207,1309.8,571.0,1355.617,v5p-8,10,10,190,1355.6172591943,1393.8625353340758,1427.776701099437,2.374110786680035,0
AF-A0A7C6XVC5-F1,81,36,10,10,4,1090,0.771,0.071,1413.6,109.0,158.683,v5p-8,10,10,36,158.68297745139364,168.70967993248968,179.06779825865817,1.455807132581593,6
AF-A0A7C7KEC7-F1,235,218,10,10,4,6550,5.007,0.212,1308.3,655.0,1371.873,v5p-8,10,10,218,1371.8729904678532,1384.0144153426784,1410.6209432056432,2.0944625808669515,7
AF-A0A7C7MSM1-F1,507,479,10,10,4,14380,12.481,0.414,1152.2,1438.0,3553.685,v5p-8,10,10,479,3553.685357598072,3587.786731799053,3633.6161014807385,2.471269372460412,3
AF-A0A7C7RUN0-F1,217,137,10,10,4,4120,3.109,0.179,1325.1,412.0,929.874,v5p-8,10,10,137,929.8740235030895,942.7209220203652,954.829482072382,2.2569757852016736,8
AF-A0A7C7WDG1-F1,158,57,10,10,4,1720,1.248,0.122,1377.7,172.0,325.137,v5p-8,10,10,57,325.1374843118151,334.1879651156215,342.75935452459476,1.8903342111152042,8
AF-A0A7C9N8K1-F1,91,71,10,10,4,2140,1.547,0.088,1383.4,214.0,368.653,v5p-8,10,10,71,368.6532358632428,381.2814837265169,391.98453485396067,1.722678672258144,8
AF-A0A7D5RLA3-F1,322,311,10,10,4,9340,10.373,0.635,900.4,934.0,2150.428,v5p-8,10,10,311,2150.4275535489596,2196.84594034782,2253.7654998604103,2.3023849609731903,5
AF-A0A7D7UDR6-F1,75,45,10,10,4,1360,1.241,0.075,1095.9,136.0,254.708,v5p-8,10,10,45,254.7084894546499,261.10890234066693,277.83059931078833,1.87285654010772,9
AF-A0A7G2E1I1-F1,367,384,10,10,4,11530,11.795,0.363,977.5,1153.0,2960.786,v5p-8,10,10,384,2960.7861142768206,3000.6040756390516,3052.1715792049863,2.5678977573953343,9
AF-A0A7G6UPM0-F1,142,85,10,10,4,2560,2.445,0.133,1047.0,256.0,516.467,v5p-8,10,10,85,516.467107523038,533.7635779755012,549.5716224170208,2.017449638761867,6
AF-A0A7G6Y7C2-F1,419,199,10,10,4,5980,5.949,0.493,1005.2,598.0,1294.373,v5p-8,10,10,199,1294.3729096903535,1323.117859890784,1373.310123915958,2.1645031934621297,9
AF-A0A7G8ZPM2-F1,200,166,10,10,4,4990,4.224,0.185,1181.4,499.0,1001.336,v5p-8,10,10,166,1001.3360218712189,1023.2262225084103,1044.3135340208107,2.006685414571581,1
AF-A0A7H0VD46-F1,235,226,10,10,4,6790,5.32,0.218,1276.3,679.0,1522.34,v5p-8,10,10,226,1522.3397544383633,1539.5286828155363,1556.2406612409745,2.242032038937207,9
AF-A0A7H1N5U5-F1,89,75,10,10,4,2260,1.628,0.111,1388.0,226.0,395.221,v5p-8,10,10,75,395.22135831740377,403.6671055446365,411.06524696198915,1.7487670722009017,8
AF-A0A7H4P3C9-F1,147,114,10,10,4,3430,2.517,0.144,1362.5,343.0,673.789,v5p-8,10,10,114,673.7887399455919,695.1440084864115,721.6497905035376,1.9643986587335043,6
AF-A0A7H9HNY8-F1,412,307,10,10,4,9220,7.67,0.472,1202.1,922.0,2362.035,v5p-8,10,10,307,2362.0348591500588,2410.9840338151016,2439.3615925996746,2.561859934002233,9
AF-A0A7J2TY38-F1,62,43,10,10,4,1300,0.913,0.07,1424.6,130.0,169.951,v5p-8,10,10,43,169.95079879320792,180.6285503297287,190.033475895136,1.3073138368708301,3
AF-A0A7J2X3D8-F1,268,278,10,10,4,8350,6.548,0.246,1275.1,835.0,1901.027,v5p-8,10,10,278,1901.0270494248305,1939.8684802142918,1986.1752291972255,2.2766791011075815,3
AF-A0A7J3DPV0-F1,135,132,10,10,4,3970,2.952,0.151,1344.8,397.0,729.294,v5p-8,10,10,132,729.2942013189091,753.8324277128215,763.8664165403545,1.837013101558965,4
AF-A0A7J3F0L1-F1,131,116,10,10,4,3490,2.574,0.141,1356.1,349.0,708.801,v5p-8,10,10,116,708.8007033806787,727.1629005579316,742.1174322731417,2.0309475741566723,2
AF-A0A7J3FDU7-F1,69,39,10,10,4,1180,0.839,0.069,1405.6,118.0,184.49,v5p-8,10,10,39,184.49023016924195,190.0922122135432,197.90111263730273,1.5634765268579827,0
AF-A0A7J3MLG9-F1,97,45,10,10,4,1360,0.967,0.078,1406.9,136.0,273.734,v5p-8,10,10,45,273.73439974222674,283.36207804038054,296.41343580622595,2.012752939281079,2
AF-A0A7J3WVK6-F1,225,241,10,10,4,7240,5.626,0.383,1286.9,724.0,1612.519,v5p-8,10,10,241,1612.518575728576,1638.119155844754,1672.595063499659,2.2272356018350496,3
AF-A0A7J6PKZ7-F1,410,319,10,10,4,9580,7.64,0.306,1254.0,958.0,2357.669,v5p-8,10,10,319,2357.6685760193795,2398.979472531043,2466.947244049721,2.461031916512922,8
AF-A0A7K1EYQ6-F1,83,33,10,10,4,1000,0.704,0.071,1421.0,100.0,166.632,v5p-8,10,10,33,166.63172563240744,174.80408812742024,187.32606961845738,1.6663172563240745,3
AF-A0A7K2B029-F1,208,148,10,10,4,4450,3.309,0.178,1344.8,445.0,890.383,v5p-8,10,10,148,890.3831512317836,904.614653538988,921.5662658581301,2.000861014004008,1
AF-A0A7K2NR39-F1,293,256,10,10,4,7690,6.033,0.414,1274.7,769.0,1823.621,v5p-8,10,10,256,1823.6209142292073,1841.9217697362612,1863.9702392269694,2.3714186140821942,9
AF-A0A7K2Z091-F1,364,269,10,10,4,8080,6.394,0.27,1263.6,808.0,2058.23,v5p-8,10,10,269,2058.229950554001,2084.8497110134267,2115.101512762809,2.5473142952401,8
AF-A0A7K4IKC4-F1,104,41,10,10,4,1240,0.894,0.081,1387.2,124.0,220.504,v5p-8,10,10,41,220.50350478383154,228.5303465724116,236.8484550830335,1.778254070837351,3
AF-A0A7L8LM92-F1,268,284,10,10,4,8530,6.745,0.249,1264.6,853.0,1906.395,v5p-8,10,10,284,1906.3945773017297,1931.5903023331914,1961.4563588685137,2.2349291644803397,9
AF-A0A7M1USH6-F1,120,11,10,10,4,340,0.261,0.072,1303.9,34.0,49.873,v5p-8,10,10,11,49.87340701515768,55.299006961348276,57.271976788401844,1.46686491221052,2
AF-A0A7M2C7U6-F1,161,78,10,10,4,2350,1.719,0.131,1366.8,235.0,476.768,v5p-8,10,10,78,476.7683649659268,496.8867806186355,505.83418300698384,2.028801553046497,5
AF-A0A7R6WB12-F1,113,89,10,10,4,2680,1.958,0.122,1369.1,268.0,521.595,v5p-8,10,10,89,521.5949594805425,533.9287218852442,549.9679806517267,1.9462498488079942,6
AF-A0A7R7AJG4-F1,125,75,10,10,4,2260,1.636,0.283,1381.8,226.0,445.972,v5p-8,10,10,75,445.9723117742394,463.1237595635479,476.92476370071745,1.9733288131603515,0
AF-A0A7S0IXK5-F1,210,98,10,10,4,2950,2.185,0.156,1349.9,295.0,627.986,v5p-8,10,10,98,627.9863545038418,643.4437946588603,651.736578677944,2.1287673034028534,5
AF-A0A7S2AZM9-F1,156,125,10,10,4,3760,2.767,0.152,1358.8,376.0,886.557,v5p-8,10,10,125,886.556667772661,901.2681174978286,913.2337281061401,2.3578634781187793,0
AF-A0A7S2HHH8-F1,286,253,10,10,4,7600,5.877,0.243,1293.1,760.0,1787.071,v5p-8,10,10,253,1787.0709994960673,1825.375336281295,1878.6538672816102,2.3514092098632466,5
AF-A0A7S4GAZ7-F1,297,239,10,10,4,7180,5.54,0.239,1296.0,718.0,1710.125,v5p-8,10,10,239,1710.125363779258,1745.4313577246298,1771.4448433692921,2.3817902002496627,5
AF-A0A7T4FQC3-F1,467,456,10,10,4,13690,11.745,0.566,1165.6,1369.0,3213.703,v5p-8,10,10,456,3213.703499029182,3238.427375957021,3277.587064380539,2.347482468246298,9
AF-A0A7T9DDY3-F1,258,242,10,10,4,7270,5.631,0.23,1291.0,727.0,1692.744,v5p-8,10,10,242,1692.7439994352578,1729.2130046761347,1753.651049775755,2.328396147778897,2
AF-A0A7T9GM63-F1,122,91,10,10,4,2740,1.986,0.127,1379.5,274.0,497.465,v5p-8,10,10,91,497.46536698252555,513.0409445452817,525.9075969265737,1.81556703278294,9
AF-A0A7T9INP0-F1,79,17,10,10,4,520,0.375,0.059,1386.6,52.0,99.354,v5p-8,10,10,17,99.35403656814606,106.76068176084054,113.98646246415422,1.910654549387424,0
AF-A0A7U0R4M5-F1,60,16,10,10,4,490,0.35,0.044,1400.1,49.0,72.811,v5p-8,10,10,16,72.81149412463105,79.05911734561808,84.55667063657575,1.485948859686348,9
AF-A0A7U6QNM8-F1,273,273,10,10,4,8200,6.506,0.428,1260.4,820.0,1918.862,v5p-8,10,10,273,1918.8624467371933,1952.4035266666754,1982.466617089898,2.340076154557553,0
AF-A0A7V2HI95-F1,200,79,10,10,4,2380,1.732,0.146,1373.9,238.0,457.804,v5p-8,10,10,79,457.8036289422396,472.1063126761277,489.8859987022438,1.9235446594211747,7
AF-A0A7V3FXL9-F1,260,223,10,10,4,6700,5.227,0.223,1281.7,670.0,1580.585,v5p-8,10,10,223,1580.5850024694423,1602.153528312904,1628.313770884896,2.3590820932379737,0
AF-A0A7V3JQB9-F1,396,324,10,10,4,9730,7.852,0.306,1239.1,973.0,2201.617,v5p-8,10,10,324,2201.6168754184064,2223.424108021184,2250.6999175829474,2.262710046678732,7
AF-A0A7V5SJC4-F1,353,276,10,10,4,8290,6.588,0.45,1258.3,829.0,1953.355,v5p-8,10,10,276,1953.355013540562,1990.2564625941734,2021.1651756165095,2.3562786653082775,3
AF-A0A7V5YHU0-F1,494,416,10,10,4,12490,10.485,0.376,1191.2,1249.0,3262.523,v5p-8,10,10,416,3262.5233320518446,3308.229438913438,3354.4712851101303,2.612108352323334,3
AF-A0A7V6ZUB3-F1,72,36,10,10,4,1090,0.776,0.07,1404.0,109.0,177.809,v5p-8,10,10,36,177.80929934099402,185.0594879040601,199.3253738611213,1.6312779756054496,0
AF-A0A7V7ZGD3-F1,329,279,10,10,4,8380,6.667,0.428,1256.9,838.0,1986.46,v5p-8,10,10,279,1986.459755306986,2015.3000924754156,2037.303048916177,2.370477034972537,6
AF-A0A7V8XBE4-F1,72,38,10,10,4,1150,0.818,0.07,1405.3,115.0,171.194,v5p-8,10,10,38,171.19407928135274,178.20788512224004,184.59621425389525,1.4886441676639368,5
AF-A0A7V8XX85-F1,77,74,10,10,4,2230,1.597,0.085,1396.2,223.0,354.257,v5p-8,10,10,74,354.2574915109003,364.66235377051646,372.89948470482796,1.5885986166408086,0
AF-A0A7V8ZTS5-F1,279,319,10,10,4,9580,7.677,0.266,1247.9,958.0,2285.512,v5p-8,10,10,319,2285.512061070212,2315.960162680481,2350.388902051787,2.3857119635388435,0
AF-A0A7V9AJI3-F1,169,123,10,10,4,3700,2.722,0.157,1359.2,370.0,808.425,v5p-8,10,10,123,808.4247138624581,820.7533163418732,833.9321013147138,2.1849316590877246,6
AF-A0A7V9CJJ4-F1,71,59,10,10,4,1780,1.271,0.078,1400.0,178.0,300.674,v5p-8,10,10,59,300.67427271552435,308.2217189297527,320.93244411697844,1.6891813073905864,1
AF-A0A7V9JWH6-F1,228,156,10,10,4,4690,3.503,0.189,1338.9,469.0,1053.691,v5p-8,10,10,156,1053.691146182223,1076.044866970423,1100.7201587733987,2.246676217872544,3
AF-A0A7V9L699-F1,155,35,10,10,4,1060,0.751,0.111,1411.4,106.0,203.432,v5p-8,10,10,35,203.43239271905668,213.02226030332508,220.8661353281732,1.9191735162175159,0
AF-A0A7V9N1M9-F1,439,394,10,10,4,11830,9.882,0.354,1197.1,1183.0,2997.193,v5p-8,10,10,394,2997.1925921221664,3020.091143649278,3046.4081618786877,2.533552487000986,5
AF-A0A7V9QA30-F1,245,201,10,10,4,6040,4.622,0.211,1306.9,604.0,1282.86,v5p-8,10,10,201,1282.8599440238622,1311.1939806934035,1334.0822040977323,2.1239403046752687,9
AF-A0A7W0G591-F1,360,276,10,10,4,8290,6.572,0.272,1261.5,829.0,1983.899,v5p-8,10,10,276,1983.898991530164,2017.0739463872299,2034.6906991671776,2.393123029590065,4
AF-A0A7W0KAR9-F1,102,71,10,10,4,2140,1.552,0.113,1378.6,214.0,389.267,v5p-8,10,10,71,389.2674112125287,400.5142090718833,416.6116897196421,1.8190065944510687,1
AF-A0A7W0NXI5-F1,373,341,10,10,4,10240,8.313,0.306,1231.8,1024.0,2447.187,v5p-8,10,10,341,2447.186957847054,2493.8911895843107,2543.163950396156,2.389831013522514,3
AF-A0A7W0T451-F1,195,79,10,10,4,2380,1.732,0.145,1374.2,238.0,452.526,v5p-8,10,10,79,452.5262443610567,462.216734441333,478.66882870117206,1.9013707746262887,7
AF-A0A7W1B5T3-F1,421,373,10,10,4,11200,9.162,0.502,1222.4,1120.0,2985.9,v5p-8,10,10,373,2985.8995529292506,3039.1481925698354,3078.089443877586,2.6659817436868307,0
AF-A0A7W1KZ24-F1,215,199,10,10,4,5980,4.556,0.202,1312.4,598.0,1405.516,v5p-8,10,10,199,1405.5159806978604,1447.321731412021,1479.261593590691,2.3503611717355524,3
AF-A0A7W1RYD7-F1,86,46,10,10,4,1390,0.986,0.077,1409.4,139.0,205.423,v5p-8,10,10,46,205.42280830624168,212.03218691011594,218.04955475113115,1.4778619302607314,4
AF-A0A7W1ZDI4-F1,108,114,10,10,4,3430,2.476,0.132,1385.4,343.0,672.555,v5p-8,10,10,114,672.5553410285831,694.4626761891985,725.4189912287734,1.960802743523566,6
AF-A0A7W2A0J9-F1,83,46,10,10,4,1390,0.984,0.075,1412.5,139.0,243.618,v5p-8,10,10,46,243.61769837672477,249.7041104622252,257.75361837461924,1.752645312062768,0
AF-A0A7W2CLA2-F1,192,114,10,10,4,3430,2.519,0.157,1361.5,343.0,630.539,v5p-8,10,10,114,630.5389166129335,653.0614547148225,670.4122766848213,1.8383058793379985,4
AF-A0A7W2GS44-F1,78,51,10,10,4,1540,1.097,0.076,1404.0,154.0,228.753,v5p-8,10,10,51,228.75298339074084,246.03644115019452,251.41669430554578,1.4854089830567587,3
AF-A0A7W3IZW6-F1,71,48,10,10,4,1450,1.027,0.072,1411.3,145.0,227.978,v5p-8,10,10,48,227.9782920069647,238.88212246108765,247.9084187918919,1.572264082806653,3
AF-A0A7W4NLW7-F1,268,271,10,10,4,8140,6.403,0.248,1271.3,814.0,1945.452,v5p-8,10,10,271,1945.452476094911,1974.3268559797375,2007.7392164355865,2.389990756873355,9
AF-A0A7W7WQG4-F1,212,186,10,10,4,5590,4.225,0.382,1323.0,559.0,1264.602,v5p-8,10,10,186,1264.6015109293635,1289.2795222251084,1318.9141235298823,2.2622567279595054,4
AF-A0A7W8DE87-F1,97,51,10,10,4,1540,1.093,0.082,1409.2,154.0,270.66,v5p-8,10,10,51,270.65978118901035,279.78649408690256,292.16733666131415,1.7575310466818854,0
AF-A0A7W9PHS4-F1,58,29,10,10,4,880,0.623,0.06,1411.7,88.0,128.267,v5p-8,10,10,29,128.2670616286939,138.3189560195827,145.527999469341,1.4575802457806126,0
AF-A0A7X3PJ70-F1,130,77,10,10,4,2320,1.695,0.121,1369.1,232.0,413.942,v5p-8,10,10,77,413.94242877077886,422.65963874998516,432.3718541885353,1.7842346067705985,2
