stem,range,cut,predictor,precision
8b6e_A,long,R,Protenix-v2 + MSA,0.7368421052631579
8baq_A,all,R,Protenix-v2 + MSA,0.8368421052631579
8baq_A,long,R,Protenix-v2 + MSA,0.8613138686131386
8bau_A,all,R,Protenix-v2 + MSA,0.8899521531100478
8bau_A,long,R,Protenix-v2 + MSA,0.8865248226950354
8bfy_A,all,R,Protenix-v2 + MSA,0.8272980501392758
8bfy_A,long,R,Protenix-v2 + MSA,0.8157894736842105
8bgb_A,all,R,Protenix-v2 + MSA,0.8514851485148515
8bgb_A,long,R,Protenix-v2 + MSA,0.8103448275862069
8bke_A,all,R,Protenix-v2 + MSA,0.8866396761133604
8bke_A,long,R,Protenix-v2 + MSA,0.8662613981762918
8bsb_A,all,R,Protenix-v2 + MSA,0.8521739130434782
8bsb_A,long,R,Protenix-v2 + MSA,0.8404255319148937
8bux_A,all,R,Protenix-v2 + MSA,0.8166666666666667
8bux_A,long,R,Protenix-v2 + MSA,0.8022598870056498
8c4d_A,all,R,Protenix-v2 + MSA,0.9213973799126638
8c4d_A,long,R,Protenix-v2 + MSA,0.92
8c4y_A,all,R,Protenix-v2 + MSA,0.9222520107238604
8c4y_A,long,R,Protenix-v2 + MSA,0.934931506849315
8cba_A,all,R,Protenix-v2 + MSA,0.8653061224489796
8cba_A,long,R,Protenix-v2 + MSA,0.8627450980392157
8ci9_A,all,R,Protenix-v2 + MSA,0.8664688427299704
8ci9_A,long,R,Protenix-v2 + MSA,0.8521400778210116
8cih_A,all,R,Protenix-v2 + MSA,0.810126582278481
8cih_A,long,R,Protenix-v2 + MSA,0.8473282442748091
8cpk_A,all,R,Protenix-v2 + MSA,0.9008498583569404
8cpk_A,long,R,Protenix-v2 + MSA,0.91796875
8cpn_A,all,R,Protenix-v2 + MSA,0.7857142857142857
8cpn_A,long,R,Protenix-v2 + MSA,0.7818181818181819
8d2z_A,all,R,Protenix-v2 + MSA,0.8653846153846154
8d2z_A,long,R,Protenix-v2 + MSA,0.8625592417061612
8daj_A,all,R,Protenix-v2 + MSA,0.9264214046822744
8daj_A,long,R,Protenix-v2 + MSA,0.9255813953488372
8dez_A,all,R,Protenix-v2 + MSA,0.8956043956043956
8dez_A,long,R,Protenix-v2 + MSA,0.9148936170212766
8dge_A,all,R,Protenix-v2 + MSA,0.887308533916849
8dge_A,long,R,Protenix-v2 + MSA,0.8839009287925697
8dhj_A,all,R,Protenix-v2 + MSA,0.9101123595505618
8dhj_A,long,R,Protenix-v2 + MSA,0.92
8dmu_A,all,R,Protenix-v2 + MSA,0.8949211908931699
8dmu_A,long,R,Protenix-v2 + MSA,0.8995215311004785
8dp9_A,all,R,Protenix-v2 + MSA,0.815068493150685
8dp9_A,long,R,Protenix-v2 + MSA,0.7837837837837838
8dqd_A,all,R,Protenix-v2 + MSA,0.8886075949367088
8dqd_A,long,R,Protenix-v2 + MSA,0.8731884057971014
8dx0_A,all,R,Protenix-v2 + MSA,0.8222222222222222
8dx0_A,long,R,Protenix-v2 + MSA,0.8494623655913979
8e0r_A,all,R,Protenix-v2 + MSA,0.8629032258064516
8e0r_A,long,R,Protenix-v2 + MSA,0.848297213622291
8e5h_A,all,R,Protenix-v2 + MSA,0.9069767441860463
8e5h_A,long,R,Protenix-v2 + MSA,0.9016393442622952
8eb9_A,all,R,Protenix-v2 + MSA,0.1408450704225352
8eb9_A,long,R,Protenix-v2 + MSA,0.0277777777777777
8ec3_A,all,R,Protenix-v2 + MSA,0.8492063492063492
8ec3_A,long,R,Protenix-v2 + MSA,0.8782608695652174
8eo5_A,all,R,Protenix-v2 + MSA,0.8814229249011858
8eo5_A,long,R,Protenix-v2 + MSA,0.8682634730538922
8gmy_A,all,R,Protenix-v2 + MSA,0.7598425196850394
8gmy_A,long,R,Protenix-v2 + MSA,0.7559523809523809
8q8i_A,all,R,Protenix-v2 + MSA,0.901595744680851
8q8i_A,long,R,Protenix-v2 + MSA,0.8976377952755905
8ycm_A,all,R,Protenix-v2 + MSA,0.8316326530612245
8ycm_A,long,R,Protenix-v2 + MSA,0.8203125
8fib_A,all,R,ESMFold,0.8242574257425742
8fib_A,long,R,ESMFold,0.8087248322147651
8gbe_A,all,R,ESMFold,0.075
8gbe_A,long,R,ESMFold,0.0132450331125827
8gm7_A,all,R,ESMFold,0.4301075268817204
8gm7_A,long,R,ESMFold,0.3979591836734694
8gsy_A,all,R,ESMFold,0.7886178861788617
8gsy_A,long,R,ESMFold,0.775
8ini_A,all,R,ESMFold,0.0365853658536585
8ini_A,long,R,ESMFold,0.0425531914893617
8iqc_A,all,R,ESMFold,0.8398268398268398
8iqc_A,long,R,ESMFold,0.864406779661017
8ou1_A,all,R,ESMFold,0.8263888888888888
8ou1_A,long,R,ESMFold,0.8434782608695652
8ovq_A,all,R,ESMFold,0.655367231638418
8ovq_A,long,R,ESMFold,0.5765765765765766
8ow8_A,all,R,ESMFold,0.436830835117773
8ow8_A,long,R,ESMFold,0.4216524216524216
8p0e_A,all,R,ESMFold,0.8543046357615894
8p0e_A,long,R,ESMFold,0.8660714285714286
8q79_A,all,R,ESMFold,0.1787072243346007
8q79_A,long,R,ESMFold,0.0705882352941176
8qnf_A,all,R,ESMFold,0.7763713080168776
8qnf_A,long,R,ESMFold,0.7864583333333334
8sx0_A,all,R,ESMFold,0.7714285714285715
8sx0_A,long,R,ESMFold,0.68
8t5t_A,all,R,ESMFold,0.7142857142857143
8t5t_A,long,R,ESMFold,0.6857142857142857
8ux2_A,all,R,ESMFold,0.2083333333333333
8ux2_A,long,R,ESMFold,0.1744186046511628
8w7p_A,all,R,ESMFold,0.7833935018050542
8w7p_A,long,R,ESMFold,0.7278481012658228
8wc1_A,all,R,ESMFold,0.8767123287671232
8wc1_A,long,R,ESMFold,0.8691588785046729
8wqn_A,all,R,ESMFold,0.0440251572327044
8wqn_A,long,R,ESMFold,0.0
8xif_A,all,R,ESMFold,0.7253218884120172
8xif_A,long,R,ESMFold,0.7283236994219653
9aue_A,all,R,ESMFold,0.7285318559556787
9aue_A,long,R,ESMFold,0.7315175097276264
9b8e_A,all,R,ESMFold,0.5780590717299579
9b8e_A,long,R,ESMFold,0.5231788079470199
9gso_A,all,R,ESMFold,0.173076923076923
9gso_A,long,R,ESMFold,0.0462962962962962
9jq9_A,all,R,ESMFold,0.6306818181818182
9jq9_A,long,R,ESMFold,0.5737704918032787
8fib_A,all,R,ESMFold2,0.8292079207920792
8fib_A,long,R,ESMFold2,0.8154362416107382
8gbe_A,all,R,ESMFold2,0.09
8gbe_A,long,R,ESMFold2,0.0662251655629139
8gm7_A,all,R,ESMFold2,0.4623655913978494
8gm7_A,long,R,ESMFold2,0.4081632653061224
8gsy_A,all,R,ESMFold2,0.7967479674796748
8gsy_A,long,R,ESMFold2,0.7625
8ini_A,all,R,ESMFold2,0.0609756097560975
8ini_A,long,R,ESMFold2,0.0425531914893617
8iqc_A,all,R,ESMFold2,0.8138528138528138
8iqc_A,long,R,ESMFold2,0.8192090395480226
8ou1_A,all,R,ESMFold2,0.8263888888888888
8ou1_A,long,R,ESMFold2,0.8695652173913043
8ovq_A,all,R,ESMFold2,0.6666666666666666
8ovq_A,long,R,ESMFold2,0.6126126126126126
8ow8_A,all,R,ESMFold2,0.715203426124197
8ow8_A,long,R,ESMFold2,0.6951566951566952
8p0e_A,all,R,ESMFold2,0.847682119205298
8p0e_A,long,R,ESMFold2,0.8482142857142857
8q79_A,all,R,ESMFold2,0.1520912547528517
8q79_A,long,R,ESMFold2,0.088235294117647
8qnf_A,all,R,ESMFold2,0.7869198312236287
8qnf_A,long,R,ESMFold2,0.7994791666666666
8sx0_A,all,R,ESMFold2,0.8
8sx0_A,long,R,ESMFold2,0.72
8t5t_A,all,R,ESMFold2,0.7755102040816326
8t5t_A,long,R,ESMFold2,0.6761904761904762
8ux2_A,all,R,ESMFold2,0.4814814814814814
8ux2_A,long,R,ESMFold2,0.4941860465116279
8w7p_A,all,R,ESMFold2,0.7725631768953068
8w7p_A,long,R,ESMFold2,0.7658227848101266
8wc1_A,all,R,ESMFold2,0.910958904109589
8wc1_A,long,R,ESMFold2,0.9065420560747663
8wqn_A,all,R,ESMFold2,0.0440251572327044
8wqn_A,long,R,ESMFold2,0.0
8xif_A,all,R,ESMFold2,0.7424892703862661
8xif_A,long,R,ESMFold2,0.7283236994219653
9aue_A,all,R,ESMFold2,0.7368421052631579
9aue_A,long,R,ESMFold2,0.7276264591439688
9b8e_A,all,R,ESMFold2,0.620253164556962
9b8e_A,long,R,ESMFold2,0.5364238410596026
9gso_A,all,R,ESMFold2,0.1987179487179487
9gso_A,long,R,ESMFold2,0.1203703703703703
9jq9_A,all,R,ESMFold2,0.6477272727272727
9jq9_A,long,R,ESMFold2,0.6065573770491803
8fib_A,all,R,Protenix-v2 single-seq,0.0321782178217821
8fib_A,long,R,Protenix-v2 single-seq,0.0100671140939597
8gbe_A,all,R,Protenix-v2 single-seq,0.095
8gbe_A,long,R,Protenix-v2 single-seq,0.0794701986754966
8gm7_A,all,R,Protenix-v2 single-seq,0.4086021505376344
8gm7_A,long,R,Protenix-v2 single-seq,0.4285714285714285
8gsy_A,all,R,Protenix-v2 single-seq,0.5853658536585366
8gsy_A,long,R,Protenix-v2 single-seq,0.5375
8ini_A,all,R,Protenix-v2 single-seq,0.0853658536585365
8ini_A,long,R,Protenix-v2 single-seq,0.0212765957446808
8iqc_A,all,R,Protenix-v2 single-seq,0.3982683982683982
8iqc_A,long,R,Protenix-v2 single-seq,0.3954802259887006
8ou1_A,all,R,Protenix-v2 single-seq,0.2916666666666667
8ou1_A,long,R,Protenix-v2 single-seq,0.3043478260869565
8ovq_A,all,R,Protenix-v2 single-seq,0.288135593220339
8ovq_A,long,R,Protenix-v2 single-seq,0.2702702702702703
8ow8_A,all,R,Protenix-v2 single-seq,0.0792291220556745
8ow8_A,long,R,Protenix-v2 single-seq,0.0512820512820512
8p0e_A,all,R,Protenix-v2 single-seq,0.23841059602649
8p0e_A,long,R,Protenix-v2 single-seq,0.2410714285714285
8q79_A,all,R,Protenix-v2 single-seq,0.311787072243346
8q79_A,long,R,Protenix-v2 single-seq,0.2294117647058823
8qnf_A,all,R,Protenix-v2 single-seq,0.2869198312236287
8qnf_A,long,R,Protenix-v2 single-seq,0.2708333333333333
8sx0_A,all,R,Protenix-v2 single-seq,0.8
8sx0_A,long,R,Protenix-v2 single-seq,0.72
8t5t_A,all,R,Protenix-v2 single-seq,0.2959183673469387
8t5t_A,long,R,Protenix-v2 single-seq,0.1047619047619047
8ux2_A,all,R,Protenix-v2 single-seq,0.0879629629629629
8ux2_A,long,R,Protenix-v2 single-seq,0.0697674418604651
8w7p_A,all,R,Protenix-v2 single-seq,0.0469314079422382
8w7p_A,long,R,Protenix-v2 single-seq,0.0063291139240506
8wc1_A,all,R,Protenix-v2 single-seq,0.4246575342465753
8wc1_A,long,R,Protenix-v2 single-seq,0.411214953271028
8wqn_A,all,R,Protenix-v2 single-seq,0.0440251572327044
8wqn_A,long,R,Protenix-v2 single-seq,0.0112359550561797
8xif_A,all,R,Protenix-v2 single-seq,0.1759656652360515
8xif_A,long,R,Protenix-v2 single-seq,0.1734104046242774
9aue_A,all,R,Protenix-v2 single-seq,0.0831024930747922
9aue_A,long,R,Protenix-v2 single-seq,0.046692607003891
9b8e_A,all,R,Protenix-v2 single-seq,0.0632911392405063
9b8e_A,long,R,Protenix-v2 single-seq,0.0
9gso_A,all,R,Protenix-v2 single-seq,0.1923076923076923
9gso_A,long,R,Protenix-v2 single-seq,0.1851851851851851
9jq9_A,all,R,Protenix-v2 single-seq,0.2840909090909091
9jq9_A,long,R,Protenix-v2 single-seq,0.2786885245901639
8fib_A,all,R,Protenix-v2 + MSA,0.8712871287128713
8fib_A,long,R,Protenix-v2 + MSA,0.8489932885906041
8gbe_A,all,R,Protenix-v2 + MSA,0.69
8gbe_A,long,R,Protenix-v2 + MSA,0.6688741721854304
8gm7_A,all,R,Protenix-v2 + MSA,0.8817204301075269
8gm7_A,long,R,Protenix-v2 + MSA,0.8877551020408163
8gsy_A,all,R,Protenix-v2 + MSA,0.7235772357723578
8gsy_A,long,R,Protenix-v2 + MSA,0.7
8ini_A,all,R,Protenix-v2 + MSA,0.8658536585365854
8ini_A,long,R,Protenix-v2 + MSA,0.851063829787234
8iqc_A,all,R,Protenix-v2 + MSA,0.8528138528138528
8iqc_A,long,R,Protenix-v2 + MSA,0.864406779661017
8ou1_A,all,R,Protenix-v2 + MSA,0.8194444444444444
8ou1_A,long,R,Protenix-v2 + MSA,0.8173913043478261
8ovq_A,all,R,Protenix-v2 + MSA,0.6610169491525424
8ovq_A,long,R,Protenix-v2 + MSA,0.6126126126126126
8ow8_A,all,R,Protenix-v2 + MSA,0.8501070663811563
8ow8_A,long,R,Protenix-v2 + MSA,0.8490028490028491
8p0e_A,all,R,Protenix-v2 + MSA,0.7947019867549668
8p0e_A,long,R,Protenix-v2 + MSA,0.7946428571428571
8q79_A,all,R,Protenix-v2 + MSA,0.9011406844106464
8q79_A,long,R,Protenix-v2 + MSA,0.888235294117647
8qnf_A,all,R,Protenix-v2 + MSA,0.7974683544303798
8qnf_A,long,R,Protenix-v2 + MSA,0.8072916666666666
8sx0_A,all,R,Protenix-v2 + MSA,0.7904761904761904
8sx0_A,long,R,Protenix-v2 + MSA,0.7
8t5t_A,all,R,Protenix-v2 + MSA,0.75
8t5t_A,long,R,Protenix-v2 + MSA,0.6571428571428571
8ux2_A,all,R,Protenix-v2 + MSA,0.4212962962962963
8ux2_A,long,R,Protenix-v2 + MSA,0.4534883720930232
8w7p_A,all,R,Protenix-v2 + MSA,0.8122743682310469
8w7p_A,long,R,Protenix-v2 + MSA,0.7911392405063291
8wc1_A,all,R,Protenix-v2 + MSA,0.910958904109589
8wc1_A,long,R,Protenix-v2 + MSA,0.9065420560747663
8wqn_A,all,R,Protenix-v2 + MSA,0.8616352201257862
8wqn_A,long,R,Protenix-v2 + MSA,0.8314606741573034
8xif_A,all,R,Protenix-v2 + MSA,0.8497854077253219
8xif_A,long,R,Protenix-v2 + MSA,0.8497109826589595
9aue_A,all,R,Protenix-v2 + MSA,0.8836565096952909
9aue_A,long,R,Protenix-v2 + MSA,0.8910505836575876
9b8e_A,all,R,Protenix-v2 + MSA,0.8059071729957806
9b8e_A,long,R,Protenix-v2 + MSA,0.7417218543046358
9gso_A,all,R,Protenix-v2 + MSA,0.8717948717948718
9gso_A,long,R,Protenix-v2 + MSA,0.8888888888888888
9jq9_A,all,R,Protenix-v2 + MSA,0.8579545454545454
9jq9_A,long,R,Protenix-v2 + MSA,0.8442622950819673
5sbj_A,all,R,seq-KNN (decontaminated corpus),0.4705882352941176
5sbj_A,long,R,seq-KNN (decontaminated corpus),0.25
7ur7_A,all,R,seq-KNN (decontaminated corpus),0.0
7ur7_A,long,R,seq-KNN (decontaminated corpus),0.0
8ah9_A,all,R,seq-KNN (decontaminated corpus),0.0
8ah9_A,long,R,seq-KNN (decontaminated corpus),0.0
8eov_A,all,R,seq-KNN (decontaminated corpus),0.0
8eov_A,long,R,seq-KNN (decontaminated corpus),0.0
8fjf_A,all,R,seq-KNN (decontaminated corpus),0.0105263157894736
8fjf_A,long,R,seq-KNN (decontaminated corpus),0.0294117647058823
8gac_A,all,R,seq-KNN (decontaminated corpus),0.0
8gac_A,long,R,seq-KNN (decontaminated corpus),0.0
8ju8_A,all,R,seq-KNN (decontaminated corpus),0.010752688172043
8ju8_A,long,R,seq-KNN (decontaminated corpus),0.015625
8k7o_A,all,R,seq-KNN (decontaminated corpus),0.1813725490196078
8k7o_A,long,R,seq-KNN (decontaminated corpus),0.1267605633802817
8k7z_A,all,R,seq-KNN (decontaminated corpus),0.0109890109890109
8k7z_A,long,R,seq-KNN (decontaminated corpus),0.0
8k83_A,all,R,seq-KNN (decontaminated corpus),0.0
8k83_A,long,R,seq-KNN (decontaminated corpus),0.0
8k84_A,all,R,seq-KNN (decontaminated corpus),0.0073529411764705
8k84_A,long,R,seq-KNN (decontaminated corpus),0.0
8kcj_A,all,R,seq-KNN (decontaminated corpus),0.040983606557377
8kcj_A,long,R,seq-KNN (decontaminated corpus),0.0
8ka7_A,all,R,seq-KNN (decontaminated corpus),0.0114942528735632
8ka7_A,long,R,seq-KNN (decontaminated corpus),0.0
8kac_A,all,R,seq-KNN (decontaminated corpus),0.0
8kac_A,long,R,seq-KNN (decontaminated corpus),0.0
8oys_A,all,R,seq-KNN (decontaminated corpus),0.0
8oys_A,long,R,seq-KNN (decontaminated corpus),0.0
8oyy_A,all,R,seq-KNN (decontaminated corpus),0.00418410041841
8oyy_A,long,R,seq-KNN (decontaminated corpus),0.0
8qkd_A,all,R,seq-KNN (decontaminated corpus),0.0
8qkd_A,long,R,seq-KNN (decontaminated corpus),0.0
8qup_A,all,R,seq-KNN (decontaminated corpus),0.1935483870967742
8qup_A,long,R,seq-KNN (decontaminated corpus),0.1527777777777778
8vc8_A,all,R,seq-KNN (decontaminated corpus),0.0136054421768707
8vc8_A,long,R,seq-KNN (decontaminated corpus),0.0
8es6_A,all,R,seq-KNN (decontaminated corpus),0.5065217391304347
8es6_A,long,R,seq-KNN (decontaminated corpus),0.4905149051490515
8ev4_A,all,R,seq-KNN (decontaminated corpus),0.4947368421052631
8ev4_A,long,R,seq-KNN (decontaminated corpus),0.3636363636363636
8ew1_A,all,R,seq-KNN (decontaminated corpus),0.5647382920110193
8ew1_A,long,R,seq-KNN (decontaminated corpus),0.5639097744360902
8ew9_A,all,R,seq-KNN (decontaminated corpus),0.4285714285714285
8ew9_A,long,R,seq-KNN (decontaminated corpus),0.4085365853658536
8ey3_A,all,R,seq-KNN (decontaminated corpus),0.6410256410256411
8ey3_A,long,R,seq-KNN (decontaminated corpus),0.6
8ez6_A,all,R,seq-KNN (decontaminated corpus),0.5952380952380952
8ez6_A,long,R,seq-KNN (decontaminated corpus),0.7619047619047619
8ezw_A,all,R,seq-KNN (decontaminated corpus),0.652542372881356
8ezw_A,long,R,seq-KNN (decontaminated corpus),0.65
8f8n_A,all,R,seq-KNN (decontaminated corpus),0.3486238532110092
8f8n_A,long,R,seq-KNN (decontaminated corpus),0.3058823529411765
8f9o_A,all,R,seq-KNN (decontaminated corpus),0.5288135593220339
8f9o_A,long,R,seq-KNN (decontaminated corpus),0.5607476635514018
8fbc_A,all,R,seq-KNN (decontaminated corpus),0.5446009389671361
8fbc_A,long,R,seq-KNN (decontaminated corpus),0.5365079365079365
8jjq_A,all,R,seq-KNN (decontaminated corpus),0.3092485549132948
8jjq_A,long,R,seq-KNN (decontaminated corpus),0.3306451612903225
8fib_A,all,R,seq-KNN (decontaminated corpus),0.5816831683168316
8fib_A,long,R,seq-KNN (decontaminated corpus),0.5771812080536913
8fr5_A,all,R,seq-KNN (decontaminated corpus),0.1888888888888888
8fr5_A,long,R,seq-KNN (decontaminated corpus),0.173076923076923
8fty_A,all,R,seq-KNN (decontaminated corpus),0.5473321858864028
8fty_A,long,R,seq-KNN (decontaminated corpus),0.5208333333333334
8h2f_A,all,R,seq-KNN (decontaminated corpus),0.6631016042780749
8h2f_A,long,R,seq-KNN (decontaminated corpus),0.656
8fz8_A,all,R,seq-KNN (decontaminated corpus),0.5831062670299727
8fz8_A,long,R,seq-KNN (decontaminated corpus),0.5927272727272728
8fz9_A,all,R,seq-KNN (decontaminated corpus),0.5611510791366906
8fz9_A,long,R,seq-KNN (decontaminated corpus),0.5306122448979592
8g0n_A,all,R,seq-KNN (decontaminated corpus),0.5361216730038023
8g0n_A,long,R,seq-KNN (decontaminated corpus),0.5144230769230769
8g1l_A,all,R,seq-KNN (decontaminated corpus),0.3236363636363636
8g1l_A,long,R,seq-KNN (decontaminated corpus),0.3333333333333333
8g1y_A,all,R,seq-KNN (decontaminated corpus),0.5462184873949579
8g1y_A,long,R,seq-KNN (decontaminated corpus),0.5393258426966292
8g32_A,all,R,seq-KNN (decontaminated corpus),0.4149253731343283
8g32_A,long,R,seq-KNN (decontaminated corpus),0.4198473282442748
8g52_A,all,R,seq-KNN (decontaminated corpus),0.44140625
8g52_A,long,R,seq-KNN (decontaminated corpus),0.4457142857142857
8g53_A,all,R,seq-KNN (decontaminated corpus),0.3266666666666666
8g53_A,long,R,seq-KNN (decontaminated corpus),0.2840909090909091
8g5u_A,all,R,seq-KNN (decontaminated corpus),0.4859813084112149
8g5u_A,long,R,seq-KNN (decontaminated corpus),0.4841849148418491
8g64_A,all,R,seq-KNN (decontaminated corpus),0.5533333333333333
8g64_A,long,R,seq-KNN (decontaminated corpus),0.5677966101694916
8gbe_A,all,R,seq-KNN (decontaminated corpus),0.425
8gbe_A,long,R,seq-KNN (decontaminated corpus),0.4635761589403973
8gdl_A,all,R,seq-KNN (decontaminated corpus),0.3391959798994975
8gdl_A,long,R,seq-KNN (decontaminated corpus),0.3214285714285714
8gj9_A,all,R,seq-KNN (decontaminated corpus),0.0
8gj9_A,long,R,seq-KNN (decontaminated corpus),0.0
8gjw_A,all,R,seq-KNN (decontaminated corpus),0.42018779342723
8gjw_A,long,R,seq-KNN (decontaminated corpus),0.4125412541254125
8gjy_A,all,R,seq-KNN (decontaminated corpus),0.5059101654846335
8gjy_A,long,R,seq-KNN (decontaminated corpus),0.5228758169934641
8gkd_A,all,R,seq-KNN (decontaminated corpus),0.5714285714285714
8gkd_A,long,R,seq-KNN (decontaminated corpus),0.5601173020527859
8gok_A,all,R,seq-KNN (decontaminated corpus),0.0036496350364963
8gok_A,long,R,seq-KNN (decontaminated corpus),0.0
8gr7_A,all,R,seq-KNN (decontaminated corpus),0.6179775280898876
8gr7_A,long,R,seq-KNN (decontaminated corpus),0.6187050359712231
8gsy_A,all,R,seq-KNN (decontaminated corpus),0.3739837398373983
8gsy_A,long,R,seq-KNN (decontaminated corpus),0.3875
8gqq_A,all,R,seq-KNN (decontaminated corpus),0.6363636363636364
8gqq_A,long,R,seq-KNN (decontaminated corpus),0.58
8gtz_A,all,R,seq-KNN (decontaminated corpus),0.5169491525423728
8gtz_A,long,R,seq-KNN (decontaminated corpus),0.4894894894894895
8q79_A,all,R,seq-KNN (decontaminated corpus),0.0
8q79_A,long,R,seq-KNN (decontaminated corpus),0.0
8h02_A,all,R,seq-KNN (decontaminated corpus),0.6666666666666666
8h02_A,long,R,seq-KNN (decontaminated corpus),0.625
8h5s_A,all,R,seq-KNN (decontaminated corpus),0.450261780104712
8h5s_A,long,R,seq-KNN (decontaminated corpus),0.4273504273504273
8hbt_A,all,R,seq-KNN (decontaminated corpus),0.3936842105263158
8hbt_A,long,R,seq-KNN (decontaminated corpus),0.375
8hd2_A,all,R,seq-KNN (decontaminated corpus),0.2136986301369863
8hd2_A,long,R,seq-KNN (decontaminated corpus),0.2239382239382239
8he1_A,all,R,seq-KNN (decontaminated corpus),0.5793650793650794
8he1_A,long,R,seq-KNN (decontaminated corpus),0.5773195876288659
8axs_A,all,R,seq-KNN (decontaminated corpus),0.5138504155124654
8axs_A,long,R,seq-KNN (decontaminated corpus),0.5011086474501109
8hnq_A,all,R,seq-KNN (decontaminated corpus),0.6209150326797386
8hnq_A,long,R,seq-KNN (decontaminated corpus),0.6133333333333333
8hvd_A,all,R,seq-KNN (decontaminated corpus),0.5161744022503516
8hvd_A,long,R,seq-KNN (decontaminated corpus),0.5360623781676414
7xhz_A,all,R,seq-KNN (decontaminated corpus),0.3946188340807174
7xhz_A,long,R,seq-KNN (decontaminated corpus),0.392156862745098
8hw8_A,all,R,seq-KNN (decontaminated corpus),0.6353591160220995
8hw8_A,long,R,seq-KNN (decontaminated corpus),0.6436781609195402
8hxs_A,all,R,seq-KNN (decontaminated corpus),0.4473684210526316
8hxs_A,long,R,seq-KNN (decontaminated corpus),0.4626865671641791
8ii8_A,all,R,seq-KNN (decontaminated corpus),0.0
8ii8_A,long,R,seq-KNN (decontaminated corpus),0.0
8ikx_A,all,R,seq-KNN (decontaminated corpus),0.6047058823529412
8ikx_A,long,R,seq-KNN (decontaminated corpus),0.603125
8ini_A,all,R,seq-KNN (decontaminated corpus),0.0121951219512195
8ini_A,long,R,seq-KNN (decontaminated corpus),0.0
8iqc_A,all,R,seq-KNN (decontaminated corpus),0.5064935064935064
8iqc_A,long,R,seq-KNN (decontaminated corpus),0.5423728813559322
8irq_A,all,R,seq-KNN (decontaminated corpus),0.6492537313432836
8irq_A,long,R,seq-KNN (decontaminated corpus),0.6363636363636364
8iym_A,all,R,seq-KNN (decontaminated corpus),0.5061728395061729
8iym_A,long,R,seq-KNN (decontaminated corpus),0.5178571428571429
8j2n_A,all,R,seq-KNN (decontaminated corpus),0.5891472868217055
8j2n_A,long,R,seq-KNN (decontaminated corpus),0.5902439024390244
8j2x_A,all,R,seq-KNN (decontaminated corpus),0.3766233766233766
8j2x_A,long,R,seq-KNN (decontaminated corpus),0.3693181818181818
8jb3_A,all,R,seq-KNN (decontaminated corpus),0.4952380952380952
8jb3_A,long,R,seq-KNN (decontaminated corpus),0.5017301038062284
7wr2_A,all,R,seq-KNN (decontaminated corpus),0.1470588235294117
7wr2_A,long,R,seq-KNN (decontaminated corpus),0.1264367816091954
8j8y_A,all,R,seq-KNN (decontaminated corpus),0.0
8j8y_A,long,R,seq-KNN (decontaminated corpus),0.0
8j9r_A,all,R,seq-KNN (decontaminated corpus),0.4705882352941176
8j9r_A,long,R,seq-KNN (decontaminated corpus),0.5
8jdg_A,all,R,seq-KNN (decontaminated corpus),0.5964912280701754
8jdg_A,long,R,seq-KNN (decontaminated corpus),0.5851063829787234
8jh8_A,all,R,seq-KNN (decontaminated corpus),0.4860557768924303
8jh8_A,long,R,seq-KNN (decontaminated corpus),0.5245901639344263
8jiy_A,all,R,seq-KNN (decontaminated corpus),0.319672131147541
8jiy_A,long,R,seq-KNN (decontaminated corpus),0.299492385786802
8jmy_A,all,R,seq-KNN (decontaminated corpus),0.4453781512605042
8jmy_A,long,R,seq-KNN (decontaminated corpus),0.3108108108108108
8jn0_A,all,R,seq-KNN (decontaminated corpus),0.0824742268041237
8jn0_A,long,R,seq-KNN (decontaminated corpus),0.0925925925925925
8jup_A,all,R,seq-KNN (decontaminated corpus),0.5608695652173913
8jup_A,long,R,seq-KNN (decontaminated corpus),0.5828220858895705
8jv2_A,all,R,seq-KNN (decontaminated corpus),0.5406091370558376
8jv2_A,long,R,seq-KNN (decontaminated corpus),0.558303886925795
8jws_A,all,R,seq-KNN (decontaminated corpus),0.4537037037037037
8jws_A,long,R,seq-KNN (decontaminated corpus),0.5
8cjd_A,all,R,seq-KNN (decontaminated corpus),0.0315656565656565
8cjd_A,long,R,seq-KNN (decontaminated corpus),0.0067567567567567
8k2g_A,all,R,seq-KNN (decontaminated corpus),0.601957585644372
8k2g_A,long,R,seq-KNN (decontaminated corpus),0.6153846153846154
8k2k_A,all,R,seq-KNN (decontaminated corpus),0.5405819295558959
8k2k_A,long,R,seq-KNN (decontaminated corpus),0.575098814229249
8k2m_A,all,R,seq-KNN (decontaminated corpus),0.3248811410459588
8k2m_A,long,R,seq-KNN (decontaminated corpus),0.356701030927835
8k4m_A,all,R,seq-KNN (decontaminated corpus),0.0
8k4m_A,long,R,seq-KNN (decontaminated corpus),0.0
8k5j_A,all,R,seq-KNN (decontaminated corpus),0.5854700854700855
8k5j_A,long,R,seq-KNN (decontaminated corpus),0.5935828877005348
8k7x_A,all,R,seq-KNN (decontaminated corpus),0.5160857908847185
8k7x_A,long,R,seq-KNN (decontaminated corpus),0.5300546448087432
8kg4_A,all,R,seq-KNN (decontaminated corpus),0.5111111111111111
8kg4_A,long,R,seq-KNN (decontaminated corpus),0.546875
8xrh_A,all,R,seq-KNN (decontaminated corpus),0.4884318766066838
8xrh_A,long,R,seq-KNN (decontaminated corpus),0.5
